filename,value,id,label
BL_04.tif,553.9345414,132,1
A_55.tif ,554.9698983,55,0
BH_22.tif,556.0041949,96,1
BI_08.tif,557.0374319,109,0
A_06.tif ,558.0734856,6,1
A_51.tif ,563.5356191,51,0
A_41.tif ,564.5812726,41,0
A_54.tif ,565.6143146,54,0
A_38.tif ,566.6475628,38,0
A_64.tif ,567.6808009,64,0
A_05.tif ,568.7140905,5,1
BI_23.tif,573.2975007,124,0
BI_11.tif,574.3439727,112,0
A_63.tif ,575.3762576,63,0
A_16.tif ,576.4104458,16,0
A_10.tif ,577.4459431,10,0
A_10.tif ,578.4820816,10,0
A_01.tif ,579.5186411,1,1
A_09.tif ,580.5513655,9,1
A_30.tif ,581.5866549,30,0
BI_04.tif,582.6219137,105,1
A_58.tif ,583.6550804,58,0
BI_12.tif,588.3024615,113,0
BL_23.tif,589.348945,151,1
BL_09.tif,590.3821463,137,1
BH_19.tif,592.9581813,93,1
BI_14.tif,594.0035206,115,0
A_62.tif ,595.037762,62,0
A_60.tif ,596.0711315,60,0
A_38.tif ,597.1044806,38,0
A_61.tif ,599.885702,61,0
BI_20.tif,600.9280871,121,0
A_57.tif ,601.9624782,57,0
BH_27.tif,602.9984829,101,1
A_24.tif ,604.0306935,24,0
BH_12.tif,605.066933,86,1
A_72.tif ,606.1002619,72,0
A_72.tif ,607.135761,72,0
BH_02.tif,610.0114514,76,1
A_15.tif ,611.0579227,15,0
A_12.tif ,612.0904456,12,0
BH_10.tif,613.1244025,84,1
A_07.tif ,619.2148444,7,1
BI_10.tif,621.4868193,111,0
A_55.tif ,622.5332564,55,0
BI_03.tif,623.5655162,104,1
BI_02.tif,624.6011676,103,1
BL_09.tif,625.6359822,137,1
BH_05.tif,626.6702127,79,1
BH_18.tif,627.704438,92,1
BL_16.tif,628.7367478,144,1
A_57.tif ,629.7702622,57,0
BL_26.tif,630.8062558,154,1
BL_24.tif,631.8367182,152,1
A_53.tif ,632.8706149,53,0
A_12.tif ,633.9028731,12,0
BI_25.tif,634.9351111,126,0
A_60.tif ,635.9673509,60,0
A_38.tif ,637.0022381,38,0
BI_02.tif,638.0378039,103,1
BH_04.tif,640.5558821,78,1
A_73.tif ,641.6013168,73,0
BL_11.tif,642.6363112,139,1
A_27.tif ,643.6687581,27,0
BH_09.tif,644.7032101,83,1
BL_16.tif,647.5632939,144,1
BL_26.tif,652.8400269,154,1
A_27.tif ,653.8865078,27,0
A_02.tif ,654.922753,2,0
A_71.tif ,655.9570925,71,0
BI_20.tif,656.9905101,121,0
BI_12.tif,658.0274544,113,0
BH_27.tif,660.7260956,101,1
BL_11.tif,661.7715802,139,1
A_49.tif ,666.9414888,49,0
A_31.tif ,667.9878368,31,0
A_51.tif ,669.0220726,51,0
BI_14.tif,670.0574516,115,0
A_70.tif ,671.0925221,70,0
A_31.tif ,672.1270974,31,0
A_46.tif ,673.1621068,46,0
A_58.tif ,674.1952536,58,0
BI_14.tif,675.2305257,115,0
A_04.tif ,678.8774873,4,0
BI_25.tif,682.0550736,126,0
BH_20.tif,685.1307026,94,1
BH_26.tif,686.1772133,100,1
BL_24.tif,687.213828,152,1
A_22.tif ,688.2496356,22,0
BL_22.tif,692.3365936,150,1
A_58.tif ,694.6935297,58,0
BH_13.tif,697.4419313,87,1
BH_24.tif,698.4884607,98,1
A_35.tif ,707.2039686,35,0
A_74.tif ,708.2452443,74,0
BH_21.tif,709.281484,95,1
BL_22.tif,710.3177161,150,1
A_21.tif ,711.3519401,21,0
BL_26.tif,712.3844937,154,1
A_26.tif ,713.4184141,26,0
BI_05.tif,714.4504386,106,1
BH_24.tif,715.4848746,98,1
BH_20.tif,716.5171197,94,1
A_54.tif ,717.551585,54,0
A_29.tif ,718.5868004,29,0
BI_04.tif,719.6220422,105,1
A_37.tif ,720.6560765,37,0
A_72.tif ,721.690296,72,0
BH_20.tif,722.723572,94,1
A_16.tif ,725.0399415,16,0
BI_21.tif,726.0817705,122,0
A_06.tif ,727.1180449,6,1
BL_10.tif,728.1530892,138,1
BH_17.tif,729.18735,91,1
BL_08.tif,733.2700695,136,1
BI_20.tif,734.3165776,121,0
A_44.tif ,735.350812,44,0
A_47.tif ,736.3850125,47,0
BH_02.tif,737.4215848,76,1
A_63.tif ,738.4564664,63,0
BH_11.tif,739.4897398,85,1
BL_10.tif,740.5251116,138,1
BL_11.tif,743.0909173,139,1
BI_20.tif,744.138311,121,0
BI_25.tif,745.1705253,126,0
BI_25.tif,746.2061154,126,0
BI_17.tif,747.2393373,118,0
A_74.tif ,748.2722461,74,0
A_24.tif ,749.3064805,24,0
BL_18.tif,750.3418596,146,1
A_50.tif ,751.3769729,50,0
A_21.tif ,752.4133746,21,0
BH_20.tif,753.449405,94,1
BH_23.tif,756.4053268,97,1
A_44.tif ,757.4500634,44,0
BH_05.tif,758.4840373,79,1
A_59.tif ,759.5172205,59,0
BH_11.tif,760.5514422,85,1
A_53.tif ,761.5836986,53,0
BL_10.tif,762.6170841,138,1
BI_10.tif,765.8450135,111,0
A_11.tif ,766.891487,11,0
A_29.tif ,767.9277553,29,0
BH_13.tif,768.9619826,87,1
A_41.tif ,769.997664,41,0
A_12.tif ,788.136416,12,0
A_04.tif ,789.1809306,4,0
BL_27.tif,790.2143094,155,1
BH_09.tif,791.2486391,83,1
BI_13.tif,792.281997,114,0
BH_15.tif,793.3158849,89,1
BI_22.tif,794.3511625,123,0
BL_24.tif,795.3873614,152,1
A_05.tif ,796.4225786,5,1
BI_17.tif,797.456757,118,0
BI_08.tif,798.4910588,109,0
BI_07.tif,799.5242961,108,0
A_31.tif ,800.5565552,31,0
BH_15.tif,801.5887497,89,1
A_43.tif ,802.6230296,43,0
BI_21.tif,803.6553482,122,0
A_67.tif ,804.6896745,67,0
BH_18.tif,807.3223864,92,1
A_56.tif ,808.3666625,56,0
BL_20.tif,809.4009093,148,1
A_03.tif ,832.1468502,3,1
A_58.tif ,833.1913039,58,0
A_37.tif ,834.2235257,37,0
BL_23.tif,835.2592274,151,1
BL_17.tif,836.2941102,145,1
BH_19.tif,837.3284751,93,1
BH_08.tif,838.3624717,82,1
BH_23.tif,839.3957973,97,1
BH_06.tif,840.4289761,80,1
A_17.tif ,841.4657239,17,1
A_20.tif ,842.4998666,20,0
A_09.tif ,843.535618,9,1
A_08.tif ,844.5689536,8,1
BL_13.tif,845.6031969,141,1
A_14.tif ,846.6383522,14,0
BL_09.tif,847.6728608,137,1
BI_17.tif,848.7058704,118,0
A_08.tif ,849.7400688,8,1
A_74.tif ,852.8019512,74,0
A_51.tif ,861.3589474,51,0
BH_26.tif,882.2229794,100,1
A_52.tif ,883.2694904,52,0
BL_13.tif,884.3037298,141,1
BI_04.tif,885.3403382,105,1
A_08.tif ,886.3722854,8,1
BL_14.tif,887.404672,142,1
A_02.tif ,895.9942419,2,0
BL_16.tif,898.511456,144,1
A_18.tif ,899.5579804,18,1
A_60.tif ,900.5921909,60,0
BI_15.tif,902.8013846,116,0
BH_12.tif,903.8446773,86,1
BI_22.tif,904.8789485,123,0
A_32.tif ,905.9149553,32,0
A_46.tif ,906.9491651,46,0
A_53.tif ,907.9845549,53,0
BH_13.tif,909.0168555,87,1
BL_19.tif,910.0495064,147,1
BI_19.tif,911.08413,120,0
BI_09.tif,912.117416,110,1
BH_23.tif,913.1526538,97,1
BL_07.tif,914.1878473,135,1
BL_15.tif,915.2233106,143,1
BI_04.tif,916.256351,105,1
A_48.tif ,917.2905563,48,0
BL_02.tif,918.3207979,130,1
BL_13.tif,919.3550439,141,1
A_61.tif ,920.3892689,61,0
A_21.tif ,925.7925835,21,0
A_44.tif ,926.8368311,44,0
BL_12.tif,927.8672886,140,1
BH_02.tif,928.9007459,76,1
A_29.tif ,929.9339438,29,0
BL_22.tif,930.9680062,150,1
A_04.tif ,932.0022479,4,0
BH_07.tif,935.2115129,81,1
A_08.tif ,939.4880104,8,1
BH_14.tif,940.5344385,88,1
A_15.tif ,941.5666754,15,0
BL_04.tif,944.2093837,132,1
BH_11.tif,947.0787061,85,1
BL_09.tif,948.1231547,137,1
A_68.tif ,949.1593834,68,0
BI_25.tif,950.1940859,126,0
A_22.tif ,959.7438373,22,0
A_06.tif ,962.5664844,6,1
BL_25.tif,963.6107902,153,1
A_34.tif ,964.643008,34,0
BL_20.tif,965.6752794,148,1
BI_25.tif,966.7086242,126,0
A_59.tif ,967.741968,59,0
BH_24.tif,968.7770616,98,1
A_08.tif ,969.8132251,8,1
BL_05.tif,970.8494219,133,1
A_71.tif ,971.881662,71,0
BL_03.tif,972.9156826,131,1
BH_10.tif,973.9502628,84,1
A_73.tif ,974.9865488,73,0
BL_25.tif,977.3428685,153,1
BH_22.tif,978.3872799,96,1
A_25.tif ,984.5824309,25,0
BI_22.tif,985.6269443,123,0
BI_14.tif,986.6591769,115,0
A_07.tif ,987.6937626,7,1
BL_11.tif,989.8075028,139,1
BH_01.tif,990.8489926,75,1
BH_10.tif,991.8849786,84,1
A_10.tif ,994.8898817,10,0
A_01.tif ,995.9364467,1,1
A_70.tif ,996.9726028,70,0
A_38.tif ,998.0068763,38,0
A_22.tif ,999.039082,22,0
BH_09.tif,1000.07563,83,1
A_69.tif ,1001.11132,69,0
A_55.tif ,1004.370533,55,0
A_20.tif ,1005.415387,20,0
BL_23.tif,1009.569629,151,1
A_45.tif ,1010.614142,45,0
BH_06.tif,1011.650414,80,1
BH_15.tif,1015.761099,89,1
A_59.tif ,1016.803597,59,0
BH_25.tif,1017.837346,99,1
BH_16.tif,1018.872061,90,1
A_23.tif ,1019.906302,23,0
A_21.tif ,1020.940323,21,0
A_68.tif ,1021.974776,68,0
BL_05.tif,1023.007224,133,1
A_28.tif ,1024.041393,28,0
A_52.tif ,1025.078621,52,0
A_37.tif ,1026.110859,37,0
BL_19.tif,1027.145022,147,1
A_17.tif ,1028.179259,17,1
BI_13.tif,1030.895692,114,0
BH_27.tif,1031.940155,101,1
A_50.tif ,1032.974724,50,0
A_05.tif ,1034.010878,5,1
A_61.tif ,1037.198789,61,0
BI_06.tif,1038.2433,107,1
A_11.tif ,1039.278605,11,0
BL_08.tif,1040.312033,136,1
BI_15.tif,1043.795396,116,0
A_46.tif ,1044.839665,46,0
BL_20.tif,1045.87392,148,1
A_44.tif ,1046.908142,44,0
BL_10.tif,1047.940773,138,1
A_48.tif ,1048.976615,48,0
A_39.tif ,1050.00885,39,0
A_08.tif ,1051.043097,8,1
A_10.tif ,1052.077326,10,0
BI_14.tif,1053.109786,115,0
BL_09.tif,1054.144039,137,1
A_53.tif ,1055.178262,53,0
A_49.tif ,1056.210268,49,0
A_65.tif ,1057.242531,65,0
BL_26.tif,1059.84331,154,1
BI_03.tif,1060.887787,104,1
A_03.tif ,1063.510474,3,1
BH_23.tif,1064.554976,97,1
BH_20.tif,1065.590446,94,1
A_32.tif ,1066.62349,32,0
BH_20.tif,1067.657697,94,1
A_27.tif ,1068.687923,27,0
BH_06.tif,1069.719955,80,1
A_04.tif ,1070.752413,4,0
BL_06.tif,1071.786695,134,1
BI_26.tif,1072.819089,127,0
BL_03.tif,1073.853117,131,1
A_62.tif ,1074.885368,62,0
BH_26.tif,1075.919603,100,1
BL_24.tif,1076.951869,152,1
A_49.tif ,1077.984398,49,0
A_34.tif ,1079.01947,34,0
A_03.tif ,1080.05369,3,1
BI_22.tif,1081.087917,123,0
BL_27.tif,1082.122108,155,1
BL_01.tif,1083.155468,129,1
BI_03.tif,1084.188776,104,1
A_28.tif ,1085.221053,28,0
BH_03.tif,1086.256984,77,1
BI_17.tif,1088.585463,118,0
BL_06.tif,1089.629961,134,1
BI_04.tif,1090.666505,105,1
A_43.tif ,1091.700822,43,0
A_19.tif ,1092.73561,19,0
BH_12.tif,1093.770899,86,1
A_20.tif ,1094.805208,20,0
BH_17.tif,1095.839362,91,1
A_67.tif ,1096.871608,67,0
BI_24.tif,1097.90418,125,0
BH_19.tif,1098.938091,93,1
BL_21.tif,1099.970318,149,1
BH_14.tif,1101.004557,88,1
BL_13.tif,1103.703101,141,1
BH_08.tif,1104.745354,82,1
A_47.tif ,1105.779802,47,0
A_40.tif ,1106.816078,40,0
BI_06.tif,1107.848513,107,1
A_26.tif ,1108.882483,26,0
BI_07.tif,1109.915879,108,0
A_49.tif ,1110.950124,49,0
A_43.tif ,1111.982326,43,0
A_41.tif ,1113.014849,41,0
BL_22.tif,1114.050735,150,1
A_17.tif ,1115.084929,17,1
BI_21.tif,1116.119157,122,0
A_70.tif ,1117.155409,70,0
A_32.tif ,1118.188904,32,0
BI_11.tif,1119.225164,112,0
A_74.tif ,1120.258326,74,0
BH_01.tif,1121.292332,75,1
A_36.tif ,1122.328678,36,0
BL_14.tif,1123.362805,142,1
BL_13.tif,1124.395049,141,1
A_70.tif ,1125.427865,70,0
A_71.tif ,1126.461517,71,0
A_67.tif ,1127.493751,67,0
A_31.tif ,1128.527998,31,0
BI_06.tif,1129.562239,107,1
A_12.tif ,1130.595931,12,0
A_21.tif ,1131.630737,21,0
BI_18.tif,1132.664057,119,0
BL_11.tif,1133.698207,139,1
BH_18.tif,1134.732195,92,1
A_52.tif ,1135.764933,52,0
A_46.tif ,1136.799045,46,0
BL_14.tif,1137.833489,142,1
A_57.tif ,1138.869405,57,0
BH_17.tif,1139.903611,91,1
A_60.tif ,1140.937841,60,0
A_25.tif ,1141.972167,25,0
A_58.tif ,1143.00569,58,0
A_64.tif ,1144.038547,64,0
BL_08.tif,1148.285925,136,1
BH_25.tif,1149.33063,99,1
BL_12.tif,1150.364967,140,1
BL_20.tif,1151.396889,148,1
BH_02.tif,1152.431128,76,1
BI_10.tif,1153.467345,111,0
BL_09.tif,1154.503574,137,1
A_66.tif ,1155.535908,66,0
BH_26.tif,1156.570055,100,1
BI_20.tif,1157.606289,121,0
